created_timestamp,ASIN,customer_context,action,is_starred,device_family,country,preferred_marketplace
2025-07-06T13:22:11Z,B0CS17PXNR,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-02T22:11:20Z,B0181ONKDU,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-18T23:58:45Z,B007N6JEII,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-18T19:28:03Z,B0C3B5MXTS,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-03-17T04:25:14Z,B0757CRTLY,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-03-05T01:34:03Z,B0CWZ83PGD,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-29T04:07:50Z,B00I43Z1J0,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-01-14T16:22:33Z,B0CKRXNDCF,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2025-04-22T03:29:05Z,B0CR1N7YGX,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-09-09T19:39:05Z,B08F4ZSTH2,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-12-16T01:56:45Z,B0C453T7BV,Reading View,Remove Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
2024-11-12T07:20:03Z,B089H1D5V6,Reading View,Add Bookmark,No,Kindle for iOS,Not Available,www.amazon.com
