Created Timestamp,Marketplace ID,Country,Device Family,ASIN,Context,Action,Reading Mode,Duration,Audio Type
2025-10-06T00:01:09Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-10-05T01:41:53Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2025-10-06T09:45:21Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-06T03:18:30Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Play,Vertical Scroll View,0,Audible
2025-08-18T21:16:25Z,www.amazon.com,,Kindle for iOS,B07DMZ5YR9,Inbook Mini Player,Tap to Download,Vertical Scroll View,0,Audible
2025-10-06T22:05:32Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Audible
2025-10-06T11:00:23Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Vertical Scroll View,0,Audible
2025-09-14T23:32:30Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Play,Vertical Scroll View,0,Audible
2025-09-14T22:05:46Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Out of App,Pause,Vertical Scroll View,3,Audible
2025-10-04T21:30:52Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-06T03:19:15Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Mini Player,Open Full Audio Player,Vertical Scroll View,0,Audible
2025-08-08T18:47:16Z,www.amazon.com,,Kindle for iOS,B0D9CC3C9Y,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
2025-10-06T02:20:44Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-09-14T23:33:32Z,www.amazon.com,,Kindle for iOS,B0FBMM3SCD,Inbook Mini Player,Pause,Vertical Scroll View,5,Audible
2025-09-14T21:04:50Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-06T00:03:58Z,www.amazon.com,US,Kindle for Android,B0DCG89SDJ,Inbook Mini Player,Pause,Paginated View,0,Assistive Reader
2025-09-14T21:09:46Z,www.amazon.com,,Kindle for iOS,,Out of App,Play,Vertical Scroll View,0,Audible
2025-10-04T14:02:15Z,www.amazon.com,,Kindle for iOS,B0DCG89SDJ,Inbook Full Player,Speed Option Selected,Vertical Scroll View,0,Audible
